UniProtID,function,process,component
P11940,GO:0000166///GO:0003676///GO:0003723///GO:0003730///GO:0005515///GO:0008022///GO:0008143///GO:0008266///GO:0008494,GO:0000184///GO:0000289///GO:0000398///GO:0006378///GO:0006397///GO:0006413///GO:0008380///GO:0031047///GO:0043488///GO:0045070///GO:0045727///GO:0048255///GO:0060213///GO:1900153///GO:2000623,GO:0005634///GO:0005681///GO:0005737///GO:0005829///GO:0005925///GO:0010494///GO:0016020///GO:0030529///GO:0036464///GO:0070062///GO:0071013
P38570,GO:0046872,GO:0007155///GO:0007229///GO:0030198,GO:0005886///GO:0008305///GO:0009897///GO:0016020///GO:0016021
O60784,GO:0005515///GO:0030276,GO:0006810///GO:0006886///GO:0006897///GO:0015031///GO:0016197///GO:0043312,GO:0005622///GO:0005737///GO:0005768///GO:0005769///GO:0005829///GO:0005886///GO:0016020///GO:0035577///GO:0035579///GO:0070062
Q15025,GO:0005515///GO:0042802///GO:0051019///GO:0004843,GO:0002755///GO:0006412///GO:0006952///GO:0006954///GO:0007159///GO:0009101///GO:0016579///GO:0043124///GO:0045071///GO:0045944///GO:0050727///GO:0050729///GO:0070373///GO:0085032,GO:0005622///GO:0005634///GO:0005654///GO:0005737///GO:0005829
Q8WUM4,GO:0005515///GO:0031871///GO:0042803///GO:0046983///GO:0048306,GO:0000915///GO:0000920///GO:0006810///GO:0006915///GO:0007049///GO:0010824///GO:0015031///GO:0016032///GO:0019058///GO:0036258///GO:0039702///GO:0045199///GO:0051301///GO:0070830///GO:0090559///GO:0090611///GO:1903543///GO:1903551///GO:1903553///GO:0006997///GO:0007080///GO:1901673,GO:0001772///GO:0005576///GO:0005737///GO:0005815///GO:0005829///GO:0005856///GO:0005925///GO:0016020///GO:0042470///GO:0042641///GO:0043209///GO:0070062///GO:0070971///GO:1903561
Q13162,GO:0004601///GO:0005515///GO:0008379///GO:0016209///GO:0016491///GO:0042803///GO:0051920,GO:0007252///GO:0007283///GO:0008584///GO:0019471///GO:0022417///GO:0030198///GO:0043312///GO:0045454///GO:0055114///GO:0072593///GO:0098869///GO:2000255,GO:0005576///GO:0005615///GO:0005634///GO:0005737///GO:0005739///GO:0005783///GO:0005790///GO:0005829///GO:0034774///GO:0070062///GO:1904813
Q9H078,GO:0000166///GO:0003674///GO:0005515///GO:0005524///GO:0016787///GO:0016887,GO:0034605,GO:0005575///GO:0005739
O75716,GO:0000166///GO:0001077///GO:0004672///GO:0004674///GO:0004715///GO:0005515///GO:0005524///GO:0016301///GO:0016740,GO:0006366///GO:0006468///GO:0016310///GO:0018108///GO:0045944///GO:0046777///GO:0071560,GO:0005737///GO:0005798///GO:0005829///GO:0016020///GO:0048471
Q9UJ70,GO:0000166///GO:0005515///GO:0005524///GO:0009384///GO:0016301///GO:0016740///GO:0045127,GO:0006044///GO:0006048///GO:0006051///GO:0016310///GO:0019262///GO:0046835,GO:0005829///GO:0070062
Q9Y2A7,GO:0005515///GO:0032403///GO:0048365,GO:0006915///GO:0007417///GO:0010592///GO:0016032///GO:0016601///GO:0038096///GO:0048010///GO:2000601,GO:0005829///GO:0005886///GO:0005925///GO:0016020///GO:0016021///GO:0031209///GO:0031258///GO:0042995///GO:0070062
O95257,GO:0005515,GO:0000185///GO:0006915///GO:0006950///GO:0007275///GO:0030154///GO:0043065///GO:0046330///GO:0051726///GO:1900745,GO:0005634///GO:0005737
Q8TAE8,GO:0005515,GO:0007049///GO:0008284///GO:0016032///GO:0070125///GO:0070126///GO:0071850///GO:1903862,GO:0005634///GO:0005739///GO:0005759///GO:0005761
Q9UNF0,GO:0005215///GO:0005515///GO:0008092///GO:0008289///GO:0042802///GO:0045296///GO:0070300,GO:0006897///GO:0030036///GO:0030100///GO:0036010///GO:0045806///GO:0048858///GO:0061024///GO:0070836///GO:0072584///GO:0097320,GO:0005737///GO:0005768///GO:0005769///GO:0005829///GO:0005856///GO:0005886///GO:0005901///GO:0005911///GO:0005925///GO:0016020///GO:0016607///GO:0019898///GO:0030659///GO:0031410///GO:0032587///GO:0042995///GO:0043231///GO:0055038///GO:0070062
Q9UKS6,GO:0005515///GO:0008092///GO:0008289///GO:0019855,GO:0006897///GO:0030100///GO:0045806///GO:0051044///GO:0051926///GO:0097320,GO:0005737///GO:0005768///GO:0005829///GO:0005886///GO:0016020///GO:0070062
O15020,GO:0003779///GO:0005088///GO:0005200///GO:0005543///GO:0045296,GO:0000165///GO:0006888///GO:0007010///GO:0007411///GO:0007416///GO:0016192///GO:0019886///GO:0021692///GO:0030534///GO:0035264///GO:0043547///GO:0051693,GO:0005615///GO:0005737///GO:0005829///GO:0005856///GO:0005938///GO:0008091///GO:0016324///GO:0030054///GO:0043025
P48048,GO:0000166///GO:0005242///GO:0005244///GO:0005524///GO:0005546///GO:0015272,GO:0006810///GO:0006811///GO:0006813///GO:0007588///GO:0010107///GO:0034765,GO:0005886///GO:0008076///GO:0016020///GO:0016021
O14745,GO:0005102///GO:0005515///GO:0008013///GO:0017081///GO:0019902///GO:0019904///GO:0030165///GO:0031698///GO:0032403///GO:0032947///GO:0043621///GO:0050780///GO:0070851,GO:0003096///GO:0006461///GO:0007191///GO:0007605///GO:0008285///GO:0008360///GO:0008361///GO:0010642///GO:0010766///GO:0014067///GO:0016055///GO:0019933///GO:0022612///GO:0030033///GO:0030036///GO:0030336///GO:0030643///GO:0032415///GO:0032416///GO:0032782///GO:0034613///GO:0034635///GO:0035414///GO:0040023///GO:0044062///GO:0045198///GO:0045859///GO:0045930///GO:0051683///GO:0051898///GO:0060088///GO:0060158///GO:0070293///GO:0070373///GO:0090002///GO:0097291///GO:2000146///GO:2001244,GO:0001726///GO:0005737///GO:0005886///GO:0005902///GO:0012505///GO:0015629///GO:0016020///GO:0016324///GO:0030175///GO:0031526///GO:0031528///GO:0031982///GO:0032420///GO:0032426///GO:0042995///GO:0045121///GO:0045177///GO:0048471///GO:0070062///GO:0071944///GO:0097225///GO:0005634
Q9H1J1,GO:0000166///GO:0003676///GO:0003723///GO:0005487///GO:0005515///GO:0042162,GO:0000184///GO:0006810///GO:0006913///GO:0045727///GO:0051028,GO:0005634///GO:0005737///GO:0005829///GO:0043231///GO:0035145
P41271,GO:0005515///GO:0016015///GO:0036122///GO:0042803,GO:0007399///GO:0030514///GO:0035582///GO:0038098///GO:0045666///GO:0048263///GO:0048812///GO:0090027,GO:0005576///GO:0005615
P07237,GO:0003723///GO:0003756///GO:0004656///GO:0005178///GO:0005515///GO:0016853///GO:0019899///GO:0046982,GO:0000302///GO:0006457///GO:0018401///GO:0034976///GO:0042158///GO:0045454///GO:0046598///GO:0071456///GO:1902175,GO:0005576///GO:0005783///GO:0005788///GO:0005793///GO:0005886///GO:0005925///GO:0009897///GO:0016020///GO:0016222///GO:0031012///GO:0034663///GO:0042470///GO:0070062
Q15633,GO:0003723///GO:0003725///GO:0005515///GO:0019899///GO:0035197///GO:0036002///GO:0042802///GO:0042803///GO:0047485///GO:0070883,GO:0006417///GO:0006469///GO:0007286///GO:0007338///GO:0030422///GO:0030423///GO:0031047///GO:0031054///GO:0035087///GO:0035196///GO:0035264///GO:0035280///GO:0045070///GO:0045727///GO:0046782///GO:0050689,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0016442///GO:0016604///GO:0035068///GO:0048471///GO:0070578
Q15075,GO:0005515///GO:0005516///GO:0005545///GO:0008270///GO:0030742///GO:0042803///GO:0046872,GO:0006897///GO:0006906///GO:0016189///GO:0039694///GO:0045022,GO:0005737///GO:0005768///GO:0005769///GO:0005829///GO:0005969///GO:0016020///GO:0019897///GO:0031410///GO:0031901///GO:0044308///GO:0055037///GO:0070062///GO:0098793
Q9UL26,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0019003,GO:0006810///GO:0006897///GO:0007032///GO:0007264///GO:0015031///GO:0097494,GO:0001726///GO:0005768///GO:0005769///GO:0005770///GO:0005886///GO:0010008///GO:0015629///GO:0016020///GO:0030670///GO:0031410///GO:0042995///GO:0045335///GO:0070062
O94763,GO:0001106///GO:0003682///GO:0004864///GO:0005515///GO:0019212///GO:0051219,GO:0000122///GO:0001558///GO:0006351///GO:0006355///GO:0006357///GO:0009615///GO:0010923///GO:0071363///GO:0071383///GO:2001243,GO:0005634///GO:0005654///GO:0005665///GO:0005737///GO:0005739///GO:0005829///GO:0030425///GO:0042995
Q969H4,GO:0005515///GO:0030674,GO:0007169///GO:0007265///GO:0007266,GO:0005737///GO:0005886///GO:0005911///GO:0005938///GO:0016020
Q9NS23,GO:0005515///GO:0008270///GO:0042802///GO:0046872///GO:0047485,GO:0006974///GO:0007049///GO:0007050///GO:0007165///GO:0007265///GO:0031398///GO:0035556///GO:0050821///GO:0070507///GO:0071157,GO:0000922///GO:0005634///GO:0005737///GO:0005815///GO:0005819///GO:0005856///GO:0005874///GO:0015630
Q9UKK3,GO:0003677///GO:0003950///GO:0005515///GO:0016740///GO:0016757///GO:0019899,GO:0006281///GO:0006464///GO:0006471///GO:0006810///GO:0006954///GO:0006974///GO:0008219///GO:0042493,GO:0005634///GO:0005737///GO:0005819///GO:0005829///GO:0005856///GO:0005876///GO:0016020///GO:0030529///GO:0070062
Q14764,GO:0005515///GO:0019901///GO:0019903///GO:0042802,GO:0006810///GO:0015031///GO:0023057///GO:0031953///GO:0038127///GO:0043312///GO:0051028///GO:0061099,GO:0005576///GO:0005634///GO:0005643///GO:0005737///GO:0005829///GO:0005856///GO:0016020///GO:0030529///GO:0034774///GO:0048471///GO:0070062///GO:1904813
Q5TD97,GO:0003713///GO:0005515///GO:0008270///GO:0046872,GO:0045944,GO:0005634
Q9NRI5,GO:0005515///GO:0019894///GO:0032403///GO:0032947,GO:0000226///GO:0001764///GO:0001954///GO:0002052///GO:0007275///GO:0007399///GO:0008104///GO:0010975///GO:0010976///GO:0016055///GO:0021799///GO:0021846///GO:0021852///GO:0030177///GO:0031929///GO:0034613///GO:0045773///GO:0051560///GO:0051602///GO:0051966///GO:0060070///GO:0060271///GO:0060998///GO:0071539///GO:0090128///GO:1905515///GO:2000060,GO:0005634///GO:0005737///GO:0005739///GO:0005783///GO:0005813///GO:0005815///GO:0005856///GO:0005871///GO:0005874///GO:0005886///GO:0008021///GO:0014069///GO:0016020///GO:0030054///GO:0030286///GO:0030424///GO:0036064///GO:0044297///GO:0045202///GO:0045211///GO:0048471///GO:0097546
Q99689,GO:0005080///GO:0005515///GO:0043015///GO:0047485,GO:0006810///GO:0007155///GO:0007399///GO:0007411///GO:0010976///GO:0045666///GO:0051654///GO:0071363///GO:1902902,GO:0005737///GO:0005739///GO:0005794///GO:0005813///GO:0005815///GO:0005856///GO:0005874///GO:0005886///GO:0016020///GO:0030424///GO:0030425///GO:0042995
Q9Y5X1,GO:0005515///GO:0005545///GO:0008289///GO:0031625///GO:0035091///GO:0042803///GO:0045296///GO:0071933,GO:0000281///GO:0006810///GO:0006886///GO:0006897///GO:0006898///GO:0007049///GO:0007067///GO:0015031///GO:0016197///GO:0032461///GO:0036089///GO:0043547///GO:0045860///GO:0051044///GO:0051301///GO:0060988///GO:0061024///GO:0097320,GO:0001726///GO:0005737///GO:0005794///GO:0005802///GO:0005829///GO:0005886///GO:0016020///GO:0030136///GO:0030659///GO:0031234///GO:0031410///GO:0042995///GO:0070062
Q9NR96,GO:0004888///GO:0005149///GO:0016303///GO:0035197,GO:0002224///GO:0002237///GO:0002376///GO:0002755///GO:0006954///GO:0007165///GO:0007252///GO:0007409///GO:0010628///GO:0030277///GO:0032088///GO:0032640///GO:0032715///GO:0032717///GO:0032722///GO:0032725///GO:0032728///GO:0032733///GO:0032735///GO:0032741///GO:0032755///GO:0032757///GO:0032760///GO:0034122///GO:0034123///GO:0034162///GO:0036092///GO:0042346///GO:0042742///GO:0043123///GO:0043507///GO:0045078///GO:0045087///GO:0045356///GO:0045359///GO:0045944///GO:0046330///GO:0050707///GO:0050729///GO:0050829///GO:0051092///GO:0051770///GO:1901895,GO:0000139///GO:0005576///GO:0005578///GO:0005615///GO:0005737///GO:0005764///GO:0005768///GO:0005783///GO:0005789///GO:0005886///GO:0010008///GO:0016020///GO:0016021///GO:0016323///GO:0016324///GO:0031410///GO:0032009///GO:0036020///GO:0045335
Q86YS3,GO:0005509///GO:0005515///GO:0017137///GO:0030306///GO:0042803///GO:0046872,GO:0000910///GO:0003407///GO:0006810///GO:0016032///GO:1903452,GO:0005615///GO:0005737///GO:0005768///GO:0005815///GO:0005819///GO:0005856///GO:0016020///GO:0030139///GO:0030496///GO:0031410///GO:0032154///GO:0043231///GO:0048471///GO:0055038
P62491,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0008017///GO:0019905///GO:0031489,GO:0000910///GO:0003091///GO:0006810///GO:0007049///GO:0007080///GO:0007264///GO:0010634///GO:0010796///GO:0010971///GO:0015031///GO:0016192///GO:0030953///GO:0031175///GO:0032402///GO:0036258///GO:0045773///GO:0048169///GO:0048227///GO:0051223///GO:0051650///GO:0060627///GO:0061024///GO:0072594///GO:0072659///GO:0090150///GO:0090307///GO:0097711///GO:0098887///GO:1903078///GO:1990182,GO:0000922///GO:0005737///GO:0005739///GO:0005768///GO:0005771///GO:0005794///GO:0005802///GO:0005829///GO:0005886///GO:0016020///GO:0030133///GO:0030424///GO:0030659///GO:0031410///GO:0031982///GO:0032154///GO:0043234///GO:0045335///GO:0048471///GO:0055037///GO:0055038///GO:0070062///GO:0005813///GO:0005828
Q01629,,GO:0002376///GO:0006955///GO:0009607///GO:0009615///GO:0034341///GO:0035455///GO:0035456///GO:0045071///GO:0045087///GO:0046597///GO:0051607///GO:0060337,GO:0005886///GO:0016020///GO:0016021
Q9UDY6,GO:0003674///GO:0005515///GO:0008270///GO:0046872,GO:0008150///GO:0030218///GO:0045087///GO:0046597,GO:0005622///GO:0005737
P17081,GO:0000166///GO:0003924///GO:0005522///GO:0005525///GO:0032427,GO:0007264///GO:0008286///GO:0008360///GO:0030866///GO:0032869///GO:0032956///GO:0045944///GO:0046039///GO:0046326///GO:0051056///GO:0051491///GO:0090005,GO:0005737///GO:0005829///GO:0005884///GO:0005886///GO:0016020///GO:0030660///GO:0045121///GO:0070062
Q9UPT5,GO:0005515,GO:0006810///GO:0006887///GO:0015031///GO:0016241///GO:2000535,GO:0000145///GO:0005737///GO:0005815///GO:0005829///GO:0005886///GO:0016020///GO:0032584///GO:0034451
P30039,GO:0003674///GO:0003824///GO:0005515///GO:0016853///GO:0042802,GO:0009058///GO:0010633///GO:0010719///GO:0030277///GO:0030512///GO:0050680///GO:0060392///GO:0060394,GO:0005737///GO:0070062
Q9Y3F4,GO:0003723///GO:0005102///GO:0005515,GO:0000122///GO:0000387///GO:0006397///GO:0008380///GO:0010633///GO:0010719///GO:0030277///GO:0030512///GO:0050680///GO:0060394,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0032797///GO:0034719
Q9H0D6,GO:0000175///GO:0001147///GO:0003676///GO:0003677///GO:0003723///GO:0004518///GO:0004527///GO:0004534///GO:0005515///GO:0008409///GO:0016787///GO:0046872,GO:0000738///GO:0006139///GO:0006351///GO:0006353///GO:0006355///GO:0006364///GO:0006396///GO:0006397///GO:0006401///GO:0007283///GO:0016049///GO:0016070///GO:0021766///GO:0030182///GO:0060041///GO:0090503,GO:0005634///GO:0005654///GO:0005730///GO:0016020///GO:0016235
Q9P2A4,GO:0005515,GO:0006928///GO:0030334///GO:0018108,GO:0005622///GO:0005737///GO:0016020///GO:0030027
Q7Z7G0,GO:0005518///GO:0005539///GO:0008201,GO:0010811///GO:0030198,GO:0005576///GO:0005578///GO:0005614///GO:0005615///GO:0031012
Q96BK5,GO:0003676///GO:0005515///GO:0010521///GO:0070034,GO:0007004///GO:0007080///GO:0008285///GO:0031397///GO:0031647///GO:0032211///GO:0051972///GO:0051974///GO:0070198///GO:1902570///GO:1904357///GO:1904744///GO:1904751,GO:0000228///GO:0000775///GO:0000776///GO:0000777///GO:0000781///GO:0000784///GO:0005634///GO:0005694///GO:0005730///GO:0005819
Q9BY11,GO:0005515///GO:0005543///GO:0008092///GO:0008289,GO:0006897///GO:0007015///GO:0030100///GO:0045806///GO:0048488///GO:0048666///GO:0048812///GO:0072657///GO:0090002///GO:0097320///GO:1900006,GO:0005737///GO:0005768///GO:0005829///GO:0005886///GO:0016020///GO:0030054///GO:0030137///GO:0030659///GO:0031410///GO:0032587///GO:0042995///GO:0043005///GO:0043209///GO:0043679///GO:0045202///GO:0048471
Q9H3M7,GO:0004857///GO:0005515///GO:0031625,GO:0000122///GO:0006351///GO:0006355///GO:0006606///GO:0006979///GO:0007049///GO:0009612///GO:0009749///GO:0030216///GO:0032355///GO:0032570///GO:0042127///GO:0042493///GO:0042542///GO:0043065///GO:0043086///GO:0048008///GO:0051592///GO:0051782///GO:0071228,GO:0005634///GO:0005737///GO:0005758///GO:0005829
Q9Y2Y4,GO:0003676///GO:0003677///GO:0003714///GO:0005515///GO:0008270///GO:0046872,GO:0000122///GO:0006351///GO:0006355///GO:0006366///GO:0036297///GO:0042769,GO:0005634///GO:0005654
O95196,GO:0005515///GO:0008083,GO:0007275///GO:0007399///GO:0030154///GO:0030203///GO:0030206///GO:0030207///GO:0030208///GO:0040008///GO:0046907///GO:0050804,GO:0000139///GO:0005576///GO:0005783///GO:0005789///GO:0005794///GO:0005796///GO:0005886///GO:0005887///GO:0009986///GO:0016020///GO:0016021///GO:0030660///GO:0043202
Q9ULU4,GO:0000977///GO:0001106///GO:0003682///GO:0003712///GO:0005515///GO:0008270///GO:0035064///GO:0046872///GO:0047485///GO:0070491///GO:0070577,GO:0006351///GO:0006355///GO:0030336///GO:0051491///GO:0060999///GO:0098815///GO:1902897///GO:1902952///GO:1903758,GO:0005634///GO:0005737///GO:0043197///GO:0043198
Q07912,GO:0000166///GO:0004672///GO:0004674///GO:0004712///GO:0004713///GO:0004715///GO:0005095///GO:0005154///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0031625///GO:0042802///GO:0046872///GO:0050699,GO:0006468///GO:0006897///GO:0007166///GO:0007169///GO:0007264///GO:0016310///GO:0016477///GO:0030154///GO:0034260///GO:0038083///GO:0042127///GO:0045087///GO:0050731///GO:2000369,GO:0005634///GO:0005737///GO:0005768///GO:0005886///GO:0005905///GO:0005912///GO:0016020///GO:0030054///GO:0030136///GO:0030659///GO:0031234///GO:0031410///GO:0070436
O94829,GO:0005515///GO:0008139///GO:0008536///GO:0008565,GO:0006606///GO:0006810///GO:0006886///GO:0015031,GO:0005634///GO:0005737///GO:0031965
P26367,GO:0000978///GO:0000979///GO:0000981///GO:0001077///GO:0001227///GO:0001228///GO:0003677///GO:0003682///GO:0003700///GO:0004842///GO:0005515///GO:0008134///GO:0019901///GO:0031625///GO:0035035///GO:0043565///GO:0044212///GO:0070410///GO:0070412///GO:0071837,GO:0000122///GO:0000132///GO:0001568///GO:0001654///GO:0001709///GO:0001764///GO:0001933///GO:0002052///GO:0002088///GO:0003002///GO:0003309///GO:0003322///GO:0006351///GO:0006355///GO:0006357///GO:0006366///GO:0007224///GO:0007275///GO:0007409///GO:0007411///GO:0007417///GO:0007420///GO:0007435///GO:0007601///GO:0008285///GO:0009611///GO:0009786///GO:0009887///GO:0009950///GO:0009952///GO:0009953///GO:0010468///GO:0010628///GO:0016567///GO:0021543///GO:0021778///GO:0021796///GO:0021798///GO:0021902///GO:0021905///GO:0021912///GO:0021913///GO:0021918///GO:0021978///GO:0021983///GO:0021986///GO:0023019///GO:0030154///GO:0030216///GO:0030334///GO:0030858///GO:0030900///GO:0032808///GO:0033365///GO:0042462///GO:0042593///GO:0043010///GO:0045165///GO:0045665///GO:0045893///GO:0045944///GO:0048505///GO:0048596///GO:0048663///GO:0048708///GO:0050680///GO:0050767///GO:0050768///GO:0060041///GO:0061072///GO:0061303///GO:2000178,GO:0000790///GO:0005622///GO:0005634///GO:0005654///GO:0005737///GO:0005829
Q9NQ66,GO:0004435///GO:0004871///GO:0005096///GO:0005509///GO:0005515///GO:0005516///GO:0005521///GO:0005546///GO:0008081///GO:0016787///GO:0019899///GO:0042803,GO:0000086///GO:0006629///GO:0007165///GO:0007213///GO:0007215///GO:0007223///GO:0007420///GO:0007613///GO:0008277///GO:0016042///GO:0021987///GO:0032735///GO:0035556///GO:0035722///GO:0035723///GO:0040019///GO:0043547///GO:0043647///GO:0045444///GO:0045663///GO:0045892///GO:0045893///GO:0046330///GO:0046488///GO:0048009///GO:0048639///GO:0051726///GO:0060466///GO:0070498///GO:0080154///GO:1900087///GO:2000344///GO:2000438///GO:2000560,GO:0000790///GO:0005634///GO:0005737///GO:0005829///GO:0016020///GO:0016607///GO:0031965///GO:0043209///GO:0070062
Q86WC4,,GO:0030316///GO:0034220,GO:0005764///GO:0005765///GO:0005829///GO:0016020///GO:0016021
Q9UGC6,GO:0005096///GO:0005515,GO:0009968///GO:0043547,GO:0005634///GO:0005737///GO:0005886///GO:0016020///GO:0030054///GO:0031410///GO:0043005///GO:0045202
O76081,GO:0005096///GO:0005515,GO:0008277///GO:0009968///GO:0043547,GO:0005634///GO:0005737///GO:0005802///GO:0005886///GO:0016020///GO:0031410
Q9Y5N6,GO:0003677///GO:0003688///GO:0005515,GO:0000082///GO:0006260///GO:0006270,GO:0000808///GO:0001650///GO:0005634///GO:0005654///GO:0005664///GO:0016020
Q9UPM8,,GO:0006810///GO:0006886///GO:0015031///GO:0016192,GO:0005794///GO:0005905///GO:0016020///GO:0030117///GO:0031904///GO:0032588
Q9Y6B7,GO:0005215///GO:0005515///GO:0008565,GO:0006810///GO:0006886///GO:0015031///GO:0016192,GO:0005794///GO:0005802///GO:0005905///GO:0016020///GO:0030117///GO:0030131///GO:0031904///GO:0032588
Q9BS16,GO:0005515,GO:0007062///GO:0034080,GO:0000775///GO:0000776///GO:0000777///GO:0005634///GO:0005654///GO:0005694///GO:0005829
P35712,GO:0000978///GO:0003677///GO:0003700///GO:0005515///GO:0043565///GO:0044212///GO:0046982,GO:0000122///GO:0000902///GO:0001701///GO:0006351///GO:0006355///GO:0007275///GO:0007517///GO:0009791///GO:0010468///GO:0016458///GO:0021778///GO:0030097///GO:0030218///GO:0032332///GO:0042692///GO:0045165///GO:0045892///GO:0045893///GO:0045944///GO:0048708///GO:0048709///GO:0048821///GO:0051216///GO:0055007///GO:0061036///GO:0071560///GO:2000726///GO:2000741,GO:0005634///GO:0005654
Q9H270,GO:0000166///GO:0005515///GO:0008270///GO:0019904///GO:0019905///GO:0030674///GO:0046872,GO:0006810///GO:0006886///GO:0006904///GO:0006914///GO:0007032///GO:0007040///GO:0008333///GO:0015031///GO:0016192///GO:0031647///GO:0034058///GO:0035542///GO:1902115///GO:1903364///GO:1903955///GO:2000643,GO:0005764///GO:0005765///GO:0005768///GO:0005769///GO:0005770///GO:0005776///GO:0016020///GO:0030136///GO:0030139///GO:0030897///GO:0031410///GO:0031902
Q96B26,GO:0003723///GO:0005515///GO:0017091///GO:0042802///GO:0004532,GO:0006364///GO:0006396///GO:0006401///GO:0008150///GO:0043488///GO:0043928,GO:0000178///GO:0005634///GO:0005654///GO:0005730///GO:0005737///GO:0005829
O75113,GO:0005515,GO:0031397///GO:0032435///GO:0034644,GO:0005634///GO:0005730///GO:0016605
Q9Y333,GO:0003723///GO:0005515///GO:0017070///GO:0017160,GO:0000398///GO:0006397///GO:0008380///GO:0043928,GO:0000932///GO:0005634///GO:0005654///GO:0005681///GO:0005688///GO:0005829///GO:0030529///GO:0046540///GO:0071011///GO:0071013///GO:1990726
P49005,GO:0003677///GO:0003887///GO:0005515,GO:0000722///GO:0000723///GO:0006260///GO:0006266///GO:0006271///GO:0006281///GO:0006283///GO:0006296///GO:0006297///GO:0006298///GO:0006974///GO:0019985///GO:0033683///GO:0042769,GO:0005634///GO:0005654///GO:0043625
O14966,GO:0000166///GO:0003924///GO:0005515///GO:0005525///GO:0017137///GO:0019003///GO:0019894///GO:0070840,GO:0001921///GO:0006810///GO:0007005///GO:0007030///GO:0007264///GO:0007416///GO:0009617///GO:0010977///GO:0015031///GO:0016192///GO:0030154///GO:0032438///GO:0039694///GO:0042110///GO:0042147///GO:0050862///GO:0072657///GO:0090316///GO:1901214///GO:1903441///GO:1905279///GO:1990967///GO:0006888,GO:0005737///GO:0005739///GO:0005769///GO:0005773///GO:0005794///GO:0005801///GO:0005802///GO:0005829///GO:0005856///GO:0005886///GO:0016020///GO:0020003///GO:0031982///GO:0042470///GO:0048471///GO:0055037///GO:0070062///GO:0097708
Q86Y22,GO:0005515,,GO:0005581///GO:0005788///GO:0005886///GO:0016020///GO:0016021
Q9Y597,,GO:0051260,
Q9BV44,GO:0003723///GO:0008168///GO:0016740,GO:0032259,GO:0005730///GO:0005829
Q9H8V3,GO:0004871///GO:0005085///GO:0005089///GO:0005096///GO:0005515///GO:0017048///GO:0042803,GO:0000902///GO:0000910///GO:0006810///GO:0007049///GO:0007399///GO:0015031///GO:0030154///GO:0032147///GO:0032467///GO:0035023///GO:0035556///GO:0042307///GO:0043065///GO:0043123///GO:0043547///GO:0045666///GO:0045859///GO:0051056///GO:0051260///GO:0051301///GO:0051988///GO:0070301///GO:0070830///GO:0071277///GO:0071479///GO:0090630,GO:0005634///GO:0005737///GO:0005819///GO:0005829///GO:0005856///GO:0005911///GO:0005923///GO:0030054///GO:0030496///GO:0032154///GO:0072686///GO:0097149
Q9NPB6,GO:0005080///GO:0005515///GO:0008134///GO:0017048///GO:0030742,GO:0001933///GO:0007049///GO:0007179///GO:0016032///GO:0045217///GO:0051297///GO:0051301///GO:0060071///GO:0070830///GO:1904781,GO:0001726///GO:0005634///GO:0005737///GO:0005813///GO:0005815///GO:0005829///GO:0005856///GO:0005886///GO:0005923///GO:0005938///GO:0016020///GO:0030054///GO:0034451///GO:0042995///GO:0043234///GO:0045177
Q66K74,GO:0003677///GO:0005515///GO:0008017///GO:0015631///GO:0042802///GO:0048487///GO:0051015///GO:0004536,GO:0000226///GO:0001578///GO:0006914///GO:0006915///GO:0007399///GO:0007420///GO:0010848///GO:0047497///GO:0048812,GO:0005634///GO:0005730///GO:0005737///GO:0005819///GO:0005829///GO:0005856///GO:0005874///GO:0015630///GO:0030054///GO:0030425///GO:0042995///GO:0043025///GO:0045202///GO:0048471
Q9BXF3,GO:0005515,GO:0000910///GO:0006309///GO:0007010///GO:0016192///GO:0016569///GO:0021915///GO:0043044///GO:0097194,GO:0005634///GO:0090537
Q9Y5Z4,GO:0005515,GO:0010917///GO:0010940///GO:0035794///GO:0043312///GO:1901031,GO:0005576///GO:0005737///GO:0005739///GO:0035578///GO:0070062
Q9UJY1,GO:0005515///GO:0042802///GO:0004672,GO:0008150///GO:1900034,GO:0005622///GO:0005634///GO:0005654///GO:0005737///GO:0005829
P04792,GO:0003723///GO:0005080///GO:0005515///GO:0008426///GO:0019901///GO:0042802///GO:0043130///GO:0044183,GO:0001895///GO:0001932///GO:0006446///GO:0006469///GO:0006928///GO:0006986///GO:0009615///GO:0010506///GO:0032731///GO:0035556///GO:0035924///GO:0038033///GO:0042535///GO:0043066///GO:0043122///GO:0043488///GO:0043536///GO:0045766///GO:0048010///GO:0061077///GO:0070527///GO:0071901///GO:0099641///GO:1902176///GO:2001028///GO:2001234,GO:0000502///GO:0005615///GO:0005622///GO:0005634///GO:0005737///GO:0005819///GO:0005829///GO:0005856///GO:0005886///GO:0005925///GO:0030018///GO:0031012///GO:0043292///GO:0070062///GO:1904115
